Provincia,Partido,Localidad,Otras Velocidades,Hasta 512 Kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Adsl,Cablemodem,Dial Up,Fibra Optica,Otras Tecnologias,Satelital,Wimax,Wireless,Población,Latitud,Longitud
Buenos Aires,25 De Mayo,25 De Mayo,0.0,2.0,19.0,424.0,476.0,4975.0,262.0,50.0,874,4542,0,3,0,852,0,706,23408,-35.4339385892588,-60.1731209454056
Buenos Aires,25 De Mayo,Del Valle,0.0,1.0,0.0,181.0,10.0,0.0,0.0,0.0,181,0,0,0,10,1,0,0,899,-35.8973453887603,-60.7316089512944
Buenos Aires,25 De Mayo,Ernestina,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,66,0,0,0,0,0,0,0,145,-35.2702340519789,-59.5575034078873
Buenos Aires,25 De Mayo,Gobernador Ugarte,0.0,0.0,0.0,175.0,5.0,0.0,0.0,1.0,0,0,0,0,0,0,0,181,547,-35.1643973648093,-60.0813577815069
Buenos Aires,25 De Mayo,Lucas Monteverde,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,63,-35.4838272164734,-59.9880647932831
Buenos Aires,25 De Mayo,Norberto De La Riestra,0.0,0.0,0.0,1105.0,1.0,141.0,34.0,1.0,0,782,0,6,167,0,0,327,4524,-35.2727788695321,-59.7719327250509
Buenos Aires,25 De Mayo,Pedernales,0.0,0.0,0.0,570.0,2.0,3.0,0.0,0.0,568,0,0,0,0,0,0,7,1432,-35.2666085074294,-59.6306574695384
Buenos Aires,9 De Julio,12 De Octubre,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,19,219,-35.607730780146,-60.9182929927645
Buenos Aires,9 De Julio,9 De Julio,10206.0,0.0,9.0,466.0,370.0,136.0,4.0,3337.0,4313,3354,82,6228,83,1,0,831,36494,-35.4447435053964,-60.8843433362719
Buenos Aires,9 De Julio,Dudignac,0.0,0.0,0.0,326.0,52.0,0.0,0.0,0.0,0,0,1,0,0,0,0,463,2670,-35.6511928511123,-60.7098962799094
Buenos Aires,9 De Julio,Patricios,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,0,0,0,0,745,-35.4395526972374,-60.7174384712323
Buenos Aires,Adolfo Alsina,Carhué,0.0,0.0,0.0,813.0,139.0,1231.0,1.0,299.0,780,0,1,1417,1,0,0,283,9660,-37.1774801030509,-62.7578962604015
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0,0,0,208,0,0,0,0,563,-37.4486186469627,-63.117609405389
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,60,0,0,0,0,104,-37.4544378016288,-63.2565950033782
Buenos Aires,Adolfo Alsina,Maza,10.0,2.0,0.0,386.0,6.0,2.0,0.0,0.0,0,0,0,390,0,2,0,14,1748,-36.7999468137731,-63.3385151506224
Buenos Aires,Adolfo Alsina,Rivera,0.0,0.0,0.0,0.0,1155.0,23.0,24.0,0.0,0,0,0,1202,0,0,0,0,3217,-37.1583546113813,-63.2442194943605
Buenos Aires,Adolfo Gonzales Chaves,De La Garma,0.0,0.0,0.0,632.0,80.0,5.0,0.0,0.0,0,0,0,654,6,0,0,57,1625,-37.9635021758562,-60.415659383962
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,46,212,-37.8233871716044,-60.484639770555
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14,43,-38.1766861391835,-60.1708487303777
Buenos Aires,Alberti,Mechita,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,285,0,0,0,0,0,0,0,412,-35.068013673391,-60.4025971632697
Buenos Aires,Almirante Brown,Adrogué,0.0,12.0,34.0,121.0,422.0,141.0,11582.0,8885.0,214,9299,59,11440,2,1,0,26,30271,-34.8015580737331,-58.3914677191541
Buenos Aires,Almirante Brown,Burzaco,51.0,11.0,23.0,355.0,1084.0,63.0,11443.0,15491.0,142,16627,35,11333,40,2,0,310,92223,-34.8315415891783,-58.3986874871405
Buenos Aires,Almirante Brown,Claypole,0.0,0.0,2.0,53.0,429.0,15.0,4135.0,7206.0,5,7652,3,4140,13,0,0,2,44098,-34.8044759080477,-58.3447825531042
Buenos Aires,Almirante Brown,Don Orione,0.0,0.0,0.0,1.0,377.0,0.0,30.0,5000.0,0,5407,0,0,0,0,0,1,46366,-34.8210751643113,-58.3447457989957
Buenos Aires,Almirante Brown,Glew,1.0,5.0,7.0,96.0,331.0,8.0,11780.0,7891.0,55,8227,10,11652,12,0,0,54,61985,-34.8860114180413,-58.3818301842512
Buenos Aires,Almirante Brown,Jose Mármol,0.0,0.0,0.0,20.0,425.0,18.0,1409.0,6978.0,0,7432,1,1410,2,0,0,1,43494,-34.7851442510713,-58.3681475603787
Buenos Aires,Almirante Brown,Longchamps,1.0,1.0,3.0,30.0,603.0,5.0,7459.0,9045.0,30,9657,20,14739,24,0,0,1,51001,-34.8609450255718,-58.3891476922426
Buenos Aires,Almirante Brown,Malvinas Argentinas,1.0,0.0,0.0,37.0,136.0,3.0,18.0,5275.0,2,5417,3,44,2,0,0,1,25844,-34.8189583169642,-58.4235610606239
Buenos Aires,Almirante Brown,Ministro Rivadavia,0.0,0.0,0.0,5.0,278.0,0.0,4105.0,3182.0,3,3474,4,4066,4,0,0,1,17928,-34.8556895005541,-58.3616465427911
Buenos Aires,Almirante Brown,Rafael Calzada,0.0,3.0,10.0,555.0,638.0,10.0,9991.0,9880.0,37,10549,15,9925,193,0,0,340,60422,-34.7911367513318,-58.350598184222
Buenos Aires,Almirante Brown,San Francisco Solano,1.0,1.0,4.0,184.0,120.0,14.0,3240.0,4179.0,26,4296,4,3253,131,0,0,2,30355,-34.7866743578473,-58.3219363521574
Buenos Aires,Almirante Brown,San Jose,0.0,3.0,1.0,106.0,472.0,56.0,27.0,8885.0,3,9378,2,167,0,3,0,1,48151,-34.7673771924196,-58.3432771404358
Buenos Aires,Arrecifes,Arrecifes,2.0,1.0,6.0,2102.0,294.0,3822.0,3.0,2163.0,906,1153,12,4393,60,1,0,1878,26400,-34.064591121211,-60.1025564443537
Buenos Aires,Arrecifes,Todd,0.0,0.0,0.0,0.0,0.0,230.0,0.0,74.0,0,0,0,304,0,0,0,0,732,-34.0328240475348,-60.1562270065746
Buenos Aires,Arrecifes,Viña,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,50,60,0,0,0,0,0,0,464,-33.9922765156087,-60.2263211205477
Buenos Aires,Avellaneda,Avellaneda,24.0,13.0,43.0,415.0,692.0,872.0,2904.0,11341.0,1486,8664,48,5897,68,5,0,80,25325,-34.6626508059016,-58.3656990232718
Buenos Aires,Avellaneda,Crucesita,0.0,0.0,1.0,30.0,177.0,25.0,20.0,7465.0,1,4887,0,2825,2,0,0,0,22745,-34.66910587351,-58.3574544412345
Buenos Aires,Avellaneda,Dock Sud,2.0,1.0,5.0,280.0,59.0,270.0,28.0,2495.0,11,675,0,2415,12,0,0,26,37392,-34.6491266928534,-58.3411774769137
Buenos Aires,Avellaneda,Gerli,0.0,1.0,2.0,3.0,403.0,16.0,20.0,10073.0,3,5975,0,4534,0,0,0,0,32384,-34.6847637540553,-58.3726025503412
Buenos Aires,Avellaneda,Pineyro,1.0,4.0,2.0,21.0,298.0,15.0,29.0,7994.0,9,5948,1,2403,0,0,0,0,28102,-34.6685497926645,-58.3886029123689
Buenos Aires,Avellaneda,Sarandí,5.0,13.0,35.0,268.0,581.0,1690.0,3432.0,17866.0,1935,9969,67,11897,4,3,0,1,63281,-34.6843716640855,-58.348101313379
Buenos Aires,Avellaneda,Villa Domínico,0.0,5.0,8.0,619.0,477.0,73.0,48.0,15355.0,16,8812,2,7111,11,0,0,626,61273,-34.6986315148924,-58.3363602646664
Buenos Aires,Avellaneda,Wilde,33.0,5.0,32.0,180.0,906.0,1737.0,3116.0,21948.0,2053,12456,66,13337,8,0,0,87,68624,-34.7061588356333,-58.3218349208501
Buenos Aires,Ayacucho,Ayacucho,0.0,0.0,7.0,248.0,752.0,1202.0,3.0,0.0,2053,0,2,0,0,0,0,139,17364,-37.1536695670417,-58.4895476662462
Buenos Aires,Ayacucho,La Constancia,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,49,-37.2286256057071,-58.7603890048806
Buenos Aires,Ayacucho,Solanet,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,27,47,-36.8444984439739,-58.5071421689017
Buenos Aires,Ayacucho,Udaquiola,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,46,91,-36.5637513540211,-58.5333344196536
Buenos Aires,Azul,Azul,15.0,9.0,55.0,1867.0,1080.0,697.0,15.0,13873.0,2424,13918,51,56,65,2,0,1145,55728,-36.7795144970313,-59.8586331707414
Buenos Aires,Azul,Cacharí,0.0,0.0,0.0,519.0,1.0,1.0,0.0,0.0,0,0,2,0,0,0,0,521,2960,-36.3805626332947,-59.5030645507265
Buenos Aires,Azul,Chillar,0.0,1.0,0.0,561.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,565,3083,-37.3150113247344,-59.9853181679139
Buenos Aires,Bahía Blanca,Bahía Blanca,39.0,22.0,184.0,3249.0,3311.0,1395.0,1637.0,111121.0,4690,103210,402,9967,493,14,0,2764,291327,-38.7114037284555,-62.2569089501864
Buenos Aires,Bahía Blanca,Cabildo,6.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0,193,4,6,5,0,0,153,2046,-38.4838572081944,-61.8926015349487
Buenos Aires,Bahía Blanca,Ingeniero White,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,8,0,0,0,-38.7794670416666,-62.262951248824
Buenos Aires,Balcarce,Balcarce,9.0,0.0,24.0,735.0,1044.0,615.0,25.0,11078.0,1503,11090,38,37,47,0,0,883,38376,-37.8482779294345,-58.2551665841248
Buenos Aires,Balcarce,Los Pinos,5.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0,0,0,0,9,0,0,30,337,-37.9412057603,-58.3225920150442
Buenos Aires,Balcarce,Napaleofú,0.0,0.0,0.0,61.0,27.0,0.0,0.0,0.0,0,0,0,15,0,0,0,50,374,-37.6254980210026,-58.7461862359423
Buenos Aires,Balcarce,Ramos Otero,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8,95,-37.5426353712017,-58.3407185507274
Buenos Aires,Balcarce,San Agustín,24.0,0.0,0.0,33.0,18.0,0.0,0.0,0.0,0,0,0,0,3,0,0,72,498,-38.0122838564587,-58.355377761682
Buenos Aires,Balcarce,Villa Laguna La Brava,0.0,0.0,0.0,19.0,16.0,5.0,2.0,0.0,0,0,0,0,0,0,0,42,115,-37.8596285282151,-57.9806008736401
Buenos Aires,Baradero,Baradero,0.0,1.0,0.0,1654.0,771.0,107.0,4.0,6886.0,1726,6904,0,3,0,1,0,809,28537,-33.8128781547156,-59.5043068852807
Buenos Aires,Baradero,Irineo Portela,1.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,76,379,-33.9810489198561,-59.6715601606315
Buenos Aires,Baradero,Santa Coloma,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53,203,-34.062154134736,-59.5585420642846
Buenos Aires,Benito Juárez,Barker,2.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,0,0,1,10,0,3,0,70,1241,-37.6424111302365,-59.3889380312927
Buenos Aires,Benito Juárez,López,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0,0,0,4,0,0,0,12,138,-37.5545120854221,-59.6278461536299
Buenos Aires,Berazategui,Berazategui,17.0,11.0,22.0,176.0,745.0,1462.0,6392.0,34764.0,1620,17627,42,24204,57,6,0,49,100855,-34.7597493264937,-58.2019645234278
Buenos Aires,Berazategui,Berazategui Oeste,0.0,11.0,3.0,56.0,22.0,102.0,0.0,15141.0,16,74,0,15245,0,0,0,0,87792,-34.7804201858899,-58.2415010261207
Buenos Aires,Berazategui,Carlos Tomás Sourigues,0.0,0.0,0.0,3.0,45.0,8.0,194.0,2865.0,17,1474,0,1622,0,0,0,0,11695,-34.8021192214631,-58.2188212494897
Buenos Aires,Berazategui,Centro Agrícola El Pato,0.0,0.0,0.0,1990.0,68.0,17.0,1.0,1421.0,2025,1456,0,0,0,0,0,16,7847,-34.9067557072114,-58.1966995021239
Buenos Aires,Berazategui,Guillermo E. Hudson,2.0,0.0,4.0,38.0,260.0,43.0,2390.0,12893.0,130,6481,2,8996,3,0,0,0,49458,-34.7897594857633,-58.1439692638183
Buenos Aires,Berazategui,Juan María Gutierrez,0.0,0.0,10.0,179.0,130.0,347.0,3.0,5212.0,501,2228,4,3062,0,0,0,90,14868,-34.8348420760566,-58.1819061125702
Buenos Aires,Berazategui,Pereyra,0.0,0.0,0.0,4.0,2.0,3.0,310.0,242.0,9,242,1,310,0,0,0,0,1291,-34.8471945391094,-58.1392765205344
Buenos Aires,Berazategui,Plátanos,3.0,0.0,0.0,3.0,55.0,7.0,2.0,4064.0,0,1938,0,2199,1,0,0,0,17961,-34.7674201820877,-58.1652686003148
Buenos Aires,Berazategui,Ranelagh,0.0,1.0,7.0,66.0,95.0,35.0,5761.0,4424.0,39,2949,13,7371,0,1,0,0,17183,-34.7941468501172,-58.1989815634425
Buenos Aires,Berazategui,Villa España,0.0,1.0,0.0,0.0,77.0,1.0,1.0,3263.0,2,1220,0,2121,0,0,0,0,15205,-34.776063416904,-58.2002532983623
Buenos Aires,Berisso,Barrio El Carmen (Este),170.0,0.0,0.0,28.0,12.0,129.0,20.0,23.0,0,0,0,132,0,0,0,250,0,-34.9293102150655,-57.8853552505795
Buenos Aires,Berisso,Berisso,4.0,8.0,131.0,1847.0,1397.0,1263.0,6276.0,13353.0,4198,12545,23,7189,29,0,0,368,87698,-34.8746353679645,-57.8947472316799
Buenos Aires,Berisso,Villa Arguello,172.0,0.0,0.0,28.0,10.0,129.0,20.0,23.0,0,0,0,132,0,0,0,250,0,-34.9053981881099,-57.9180815078165
Buenos Aires,Berisso,Villa Nueva,172.0,0.0,0.0,28.0,10.0,129.0,20.0,23.0,0,0,0,132,0,0,0,250,0,-34.8957079362353,-57.9108816644737
Buenos Aires,Berisso,Villa Progreso,167.0,0.0,0.0,28.0,10.0,131.0,21.0,25.0,0,0,0,132,0,0,0,250,0,-34.9308766123633,-57.8468799885622
Buenos Aires,Bolívar,Hale,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,211,-36.0010429767568,-60.8534495072374
Buenos Aires,Bolívar,Pirovano,50.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0,0,0,0,50,0,0,45,1551,-36.5109170215402,-61.5545516558692
Buenos Aires,Bolívar,Urdampilleta,0.0,0.0,0.0,71.0,0.0,0.0,2.0,0.0,0,0,6,2,6,0,0,71,2643,-36.4329292363695,-61.4191160192421
Buenos Aires,Bragado,Bragado,0.0,0.0,15.0,360.0,257.0,295.0,29.0,4223.0,674,4141,10,127,0,0,0,212,33222,-35.118942299763,-60.4879147568209
Buenos Aires,Bragado,Comodoro Py,0.0,0.0,0.0,198.0,22.0,0.0,0.0,3.0,0,0,0,220,0,0,0,2,634,-35.3233100374631,-60.5217314911689
Buenos Aires,Bragado,General O'Brien,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,321,0,0,83,0,0,0,36,2488,-34.9067979091956,-60.7597838238054
Buenos Aires,Bragado,Irala,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,22,400,-34.7718230311122,-60.6916912010278
Buenos Aires,Bragado,Mechita (Est. Mecha),0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,10,8,0,0,0,0,0,8,1414,-35.0699378566803,-60.4084937925362
Buenos Aires,Bragado,Olascoaga,0.0,0.0,0.0,27.0,3.0,0.0,0.0,9.0,0,0,0,0,0,0,0,40,127,-35.2375277927366,-60.6115341696178
Buenos Aires,Bragado,Warnes,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,135,0,0,0,9,0,0,7,437,-34.9098734445057,-60.5381681629003
Buenos Aires,Brandsen,Coronel Brandsen,3.0,0.0,7.0,539.0,1218.0,1171.0,18.0,1535.0,1805,5,0,1534,2,0,0,1135,19877,-35.1690983002919,-58.2373529446643
Buenos Aires,Brandsen,Jeppener,7.0,0.0,0.0,490.0,179.0,1.0,1.0,0.0,676,0,0,2,0,0,0,0,2496,-35.2802043920968,-58.1996649431989
Buenos Aires,Campana,Alto Los Cardales,0.0,0.0,0.0,35.0,0.0,0.0,0.0,106.0,0,0,0,106,0,0,0,41,1983,-34.3160243688815,-58.9784574815339
Buenos Aires,Campana,Barrio Los Pioneros,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1823,-34.2530406367633,-58.9584400368589
Buenos Aires,Campana,Campana,9.0,1.0,0.0,830.0,1183.0,399.0,952.0,26186.0,1981,17768,1,9777,18,5,0,43,86860,-34.1639618118269,-58.9588741035355
Buenos Aires,Campana,Chacras Del Río Luján,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,35,1621,-34.2934153226239,-58.921199044246
Buenos Aires,Campana,Lomas Del Río Luján (Est. Río Luján),0.0,0.0,0.0,0.0,3.0,0.0,1.0,46.0,0,50,0,0,0,0,0,0,261,-34.2816770641806,-58.8911906524052
Buenos Aires,Cañuelas,Alejandro Petión,4.0,0.0,16.0,106.0,77.0,48.0,0.0,857.0,206,858,7,0,0,0,0,44,2759,-34.9793768508134,-58.6749430768989
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,7165,-34.9364563092157,-58.6143957995956
Buenos Aires,Cañuelas,Barrio El Taladro,0.0,0.0,0.0,0.0,167.0,23.0,1.0,9.0,0,0,0,200,0,0,0,0,155,-35.0742486164225,-58.8632420603475
Buenos Aires,Cañuelas,Cañuelas,2.0,1.0,19.0,306.0,839.0,2042.0,19.0,5941.0,1228,5140,33,2260,0,1,0,526,29974,-35.0527140350539,-58.7583856965375
Buenos Aires,Cañuelas,Gobernador Udaondo,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0,0,0,0,0,0,20,330,-35.3003271130454,-58.5943053657455
Buenos Aires,Cañuelas,Máximo Paz,1.0,0.0,0.0,108.0,263.0,2.0,10.0,2633.0,0,2744,0,3,0,0,0,270,7165,-34.9364563092157,-58.6143957995956
Buenos Aires,Cañuelas,Santa Rosa,0.0,2.0,0.0,115.0,118.0,0.0,0.0,0.0,0,0,0,0,0,2,0,233,5297,-34.9611839371811,-58.7308918275978
Buenos Aires,Cañuelas,Uribelarrea,0.0,0.0,0.0,92.0,647.0,96.0,4.0,48.0,60,0,0,686,0,0,0,141,1282,-35.1227364407356,-58.8904871463421
Buenos Aires,Cañuelas,Vicente Casares,0.0,0.0,7.0,55.0,54.0,136.0,0.0,0.0,228,0,2,0,0,0,0,25,787,-34.9653526702416,-58.6504979594296
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,0.0,0.0,0.0,110.0,369.0,94.0,50.0,3690.0,180,3962,0,82,0,0,0,89,13088,-34.1723674255219,-59.789349139091
Buenos Aires,Capitán Sarmiento,La Luisa,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,230,-34.1285572110784,-59.9240058312679
Buenos Aires,Carlos Casares,Cadret,0.0,0.0,0.0,23.0,19.0,7.0,0.0,0.0,0,0,0,0,1,0,0,48,214,-35.7727531397053,-61.3353879836968
Buenos Aires,Carlos Casares,Carlos Casares,0.0,1.0,5.0,1355.0,1263.0,1274.0,2.0,1572.0,1425,11,8,1562,0,0,0,2461,18347,-35.623543502046,-61.3653159121918
Buenos Aires,Carlos Casares,La Sofía,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,12,-35.7003907357414,-61.1702865161871
Buenos Aires,Carlos Casares,Mauricio Hirsch,0.0,0.0,0.0,20.0,19.0,8.0,0.0,0.0,0,0,0,0,0,0,0,47,76,-35.583017649873,-61.5244457086778
Buenos Aires,Carlos Casares,Moctezuma,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,161,471,-35.4774725641963,-61.4930734927677
Buenos Aires,Carlos Casares,Santo Tomás,0.0,0.0,0.0,18.0,16.0,10.0,0.0,0.0,0,0,0,0,0,0,0,44,27,-35.6740915009624,-61.5066664301675
Buenos Aires,Carlos Casares,Smith,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,190,465,-35.4946290260766,-61.5937811081594
Buenos Aires,Carlos Tejedor,Carlos Tejedor,1.0,0.0,0.0,1773.0,34.0,8.0,0.0,0.0,15,1226,1,68,0,0,0,506,5178,-35.3925733302196,-62.4193023144118
Buenos Aires,Carlos Tejedor,Colonia Seré,0.0,0.0,0.0,77.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,81,726,-35.4388157700903,-62.7252382146864
Buenos Aires,Carlos Tejedor,Curarú,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,16,422,-35.6403503028113,-62.1924372294866
Buenos Aires,Carlos Tejedor,Timote,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,61,526,-35.3477615165229,-62.2246532791856
Buenos Aires,Carmen De Areco,Carmen De Areco,0.0,0.0,3.0,949.0,114.0,233.0,2.0,1710.0,388,1715,5,0,1,0,0,905,12775,-34.3776987251735,-59.8229019801033
Buenos Aires,Carmen De Areco,Pueblo Gouin,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,122,-34.4951191416005,-59.8029737383366
Buenos Aires,Carmen De Areco,Tres Sargentos,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,107,391,-34.4664778301466,-60.0008697422009
Buenos Aires,Castelli,Castelli,0.0,2.0,0.0,961.0,309.0,344.0,662.0,49.0,67,1109,0,1121,0,2,0,28,6859,-36.091694119436,-57.8071801619355
Buenos Aires,Castelli,Centro Guerrero,0.0,0.0,0.0,34.0,1.0,5.0,9.0,0.0,0,0,0,46,0,0,0,3,114,-36.0570621940227,-57.8235422591576
Buenos Aires,Castelli,Cerro De La Gloria,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0,0,7,0,0,0,0,107,-35.9760530599951,-57.4487354447874
Buenos Aires,Chacabuco,Castilla,0.0,0.0,0.0,269.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,274,689,-34.6131247014799,-59.9005194580559
Buenos Aires,Chacabuco,Chacabuco,0.0,0.0,23.0,226.0,419.0,350.0,19.0,9876.0,925,9935,16,14,16,0,0,2,38418,-34.6429843999409,-60.4701843504346
Buenos Aires,Chacabuco,O'Higgins,0.0,0.0,0.0,442.0,0.0,50.0,0.0,0.0,260,0,0,220,0,0,0,12,1206,-34.5854707868254,-60.6986325840689
Buenos Aires,Chacabuco,Rawson,0.0,0.0,0.0,419.0,116.0,31.0,1.0,9.0,59,0,0,383,0,0,0,134,2123,-34.6086374337309,-60.0677106761007
Buenos Aires,Chascomús,Barrio San Cayetano,0.0,0.0,0.0,83.0,27.0,20.0,0.0,1.0,0,0,0,132,0,0,0,0,0,-35.5466815668936,-58.0013258753826
Buenos Aires,Chascomús,Chascomús,0.0,2.0,32.0,2057.0,1227.0,1333.0,6.0,7772.0,2159,7571,85,1159,85,1,0,0,33607,-35.5743009068199,-58.0005532563664
Buenos Aires,Chivilcoy,Chivilcoy,5.0,2.0,33.0,1893.0,2316.0,724.0,11.0,9979.0,2628,9055,119,976,119,1,0,3172,58152,-34.8980163772726,-60.0188841030321
Buenos Aires,Chivilcoy,Gorostiaga,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,55,0,0,0,0,0,0,2,324,-34.839127302807,-59.8646671984292
Buenos Aires,Chivilcoy,La Rica,0.0,0.0,0.0,31.0,45.0,11.0,1.0,39.0,39,0,0,0,0,0,0,97,118,-34.9739189538858,-59.8639302070489
Buenos Aires,Chivilcoy,Moquehuá,0.0,0.0,0.0,329.0,29.0,8.0,1.0,546.0,0,338,0,546,0,0,0,29,2130,-35.0926582854313,-59.7745302971612
Buenos Aires,Chivilcoy,Ramón Biaus,0.0,0.0,0.0,13.0,21.0,6.0,2.0,0.0,3,0,0,0,0,0,0,47,179,-35.0858455213162,-59.9236682591744
Buenos Aires,Chivilcoy,San Sebastián,0.0,0.0,0.0,41.0,5.0,5.0,1.0,0.0,3,0,0,0,0,0,0,49,166,-34.9443783815263,-59.7018597369347
Buenos Aires,Colón,Colón,2414.0,0.0,4.0,2396.0,261.0,762.0,107.0,1629.0,4143,1609,0,1794,0,0,0,20,23206,-33.8978633606345,-61.099560506382
Buenos Aires,Colón,Sarasa,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14,71,-34.0523353092344,-61.2019040914739
Buenos Aires,Coronel De Marina L. Rosales,Bajo Hondo,0.0,0.0,0.0,56.0,3.0,0.0,30.0,0.0,0,0,0,30,0,0,0,53,164,-38.7647705078125,-61.9209671020508
Buenos Aires,Coronel De Marina L. Rosales,Balneario Pehuen Co,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,681,-38.9961963948629,-61.5471990087107
Buenos Aires,Coronel De Marina L. Rosales,Pago Chico,0.0,0.0,0.0,36.0,5.0,2.0,0.0,0.0,0,0,0,0,0,0,0,42,327,-38.7839402799391,-62.1195194756714
Buenos Aires,Coronel Dorrego,Balneario Marisol,4.0,0.0,0.0,0.0,317.0,21.0,0.0,0.0,0,0,0,342,0,0,0,0,158,-38.9224906889726,-60.5329774471942
Buenos Aires,Coronel Dorrego,Coronel Dorrego,0.0,0.0,0.0,21.0,123.0,160.0,2.0,1158.0,228,1170,3,1,0,0,0,32,11510,-38.7166239148323,-61.2884948879698
Buenos Aires,Coronel Dorrego,Oriente,2.0,0.0,0.0,17.0,576.0,38.0,1.0,0.0,0,0,0,586,0,0,0,48,1778,-38.7388491145692,-60.6092238150829
Buenos Aires,Coronel Pringles,Indio Rico,0.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,0,0,1,24,0,0,0,3,1054,-38.3293770967784,-60.8866340266383
Buenos Aires,Coronel Suárez,Coronel Suárez,8.0,0.0,13.0,160.0,2300.0,302.0,408.0,2454.0,817,2429,88,1609,88,0,0,785,23621,-37.4596224938744,-61.9317530113989
Buenos Aires,Coronel Suárez,Huanguelén,0.0,0.0,0.0,34.0,379.0,1528.0,51.0,80.0,0,0,1,1526,0,0,0,546,5020,-37.0622288209544,-61.9297529087938
Buenos Aires,Coronel Suárez,Pasman,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0,0,0,0,0,0,0,52,165,-37.2234351404125,-62.1602259170472
